Maker,Model,Min new price,Max new price,Age,km_driven,seller_type,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
TOYOTA,FORTUNER 4X2,3911999.9999999995,4522000.0,7.0,67400.0,Dealer,First Owner,Diesel,Automatic,12.55,2982.0,168.5,7.0,1795000.0
SKODA,RAPID 1.6,899000.0,1582000.0,7.0,29000.0,Dealer,First Owner,Petrol,Manual,15.0,1598.0,105.0,5.0,490000.00000000006
MARUTI,S-CROSS 2017-2020,,,3.0,23354.0,Dealer,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,865000.0
MARUTI,CIAZ VDI,,,5.0,94400.0,Individual,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,595000.0
FORD,FIESTA DIESEL,,,10.0,80000.0,Individual,First Owner,Diesel,Manual,23.5,1498.0,88.7,5.0,450000.0
DATSUN,REDIGO S,321000.0,541000.0,3.0,15000.0,Individual,First Owner,Petrol,Manual,22.7,799.0,53.64,5.0,340000.0
VOLKSWAGEN,POLO 1.2,696000.0,1144000.0,5.0,30000.0,Dealer,First Owner,Petrol,Manual,16.2,1199.0,74.0,5.0,530000.0
MAHINDRA,XYLO E8,,,10.0,80000.0,Individual,First Owner,Diesel,Manual,14.0,2498.0,112.0,7.0,300000.0
HYUNDAI,GRAND I10,706000.0,742000.0,3.0,15914.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,509999.99999999994
MAHINDRA,XUV500 W8,1661000.0,2339000.0,6.0,72000.0,Dealer,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,880000.0000000001
MARUTI,EECO CNG,585000.0,,6.0,60200.0,Dealer,First Owner,CNG,Manual,21.94,1196.0,61.7,5.0,385000.0
TOYOTA,COROLLA ALTIS,,,12.0,60000.0,Individual,First Owner,Petrol,Manual,14.53,1798.0,138.1,5.0,250000.0
MARUTI,RITZ VDI,,,9.0,65000.0,Dealer,First Owner,Diesel,Manual,23.2,1248.0,73.94,5.0,325000.0
HYUNDAI,VERNA 1.6,1056000.0,1645000.0,9.0,32472.0,Dealer,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,448000.00000000006
HONDA,CITY I,1290000.0,1698999.9999999998,5.0,57116.0,Dealer,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,665000.0
JEEP,COMPASS 2.0,2244000.0,3411000.0,3.0,20000.0,Dealer,First Owner,Diesel,Manual,17.1,1956.0,170.0,5.0,800000.0
HYUNDAI,VENUE SX,,,1.0,3200.0,Dealer,First Owner,Petrol,Automatic,18.15,998.0,118.35,5.0,1240000.0
VOLKSWAGEN,POLO 2015-2019,658000.0,1072000.0,3.0,15000.0,Individual,First Owner,Petrol,Manual,18.78,999.0,75.0,5.0,595000.0
MERCEDES-BENZ,GLE CLASS,,,5.0,46003.0,Dealer,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,3850000.0
HYUNDAI,VENUE SX,799000.0,1364000.0,2.0,16000.0,Dealer,First Owner,Petrol,Manual,18.27,998.0,118.35,5.0,975000.0
HYUNDAI,EON ERA,,,7.0,62201.0,Dealer,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,295000.0
HYUNDAI,ELANTRA CRDI,2244000.0,2531000.0,8.0,80000.0,Dealer,First Owner,Diesel,Manual,22.7,1582.0,126.24,5.0,700000.0
TOYOTA,INNOVA 2.5,,,13.0,125000.0,Individual,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,450000.0
CHEVROLET,SPARK 1.0,,,10.0,30054.0,Dealer,First Owner,Petrol,Manual,18.0,995.0,62.0,5.0,155000.0
HYUNDAI,VERNA 1.6,1056000.0,1645000.0,2.0,6500.0,Individual,First Owner,Petrol,Manual,17.1,1591.0,121.3,5.0,1035000.0
HYUNDAI,I20 MAGNA,790000.0,1323000.0,8.0,7268.0,Trustmark Dealer,First Owner,Petrol,Manual,18.5,1197.0,82.85,5.0,445000.0
MARUTI,ERTIGA VXI,893000.0,1230000.0,8.0,41000.0,Dealer,First Owner,Petrol,Manual,16.02,1373.0,93.7,7.0,585000.0
SKODA,LAURA AMBIENTE,,,11.0,87000.0,Dealer,First Owner,Diesel,Automatic,20.0,1968.0,138.1,5.0,355000.0
MERCEDES-BENZ,S-CLASS S,169000.0,18100000.0,11.0,50312.0,Dealer,First Owner,Diesel,Automatic,13.5,2987.0,282.0,5.0,1455000.0
RENAULT,KWID RXT,,,5.0,37250.0,Dealer,First Owner,Petrol,Manual,25.17,799.0,53.3,5.0,325000.0
HONDA,CIVIC 1.8,,,13.0,61000.0,Dealer,First Owner,Petrol,Manual,13.5,1799.0,130.0,5.0,245000.00000000003
TOYOTA,CAMRY HYBRID,,,6.0,49500.0,Dealer,First Owner,Electric,Automatic,19.16,2494.0,157.7,5.0,1850000.0
MARUTI,ERTIGA SHVS,,,6.0,76000.0,Dealer,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,770000.0
CHEVROLET,BEAT LT,,,10.0,50000.0,Individual,First Owner,Petrol,Manual,18.6,1199.0,79.4,5.0,200000.0
HYUNDAI,GRAND I10,,,5.0,21000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,480000.0
VOLKSWAGEN,POLO PETROL,723000.0,1175000.0,8.0,60000.0,Individual,First Owner,Petrol,Manual,16.47,1198.0,73.9,5.0,350000.0
HYUNDAI,VERNA 1.6,,,2.0,23150.0,Dealer,First Owner,Diesel,Automatic,19.08,1582.0,126.2,5.0,1385000.0
BMW,5 SERIES,7604000.000000001,8524000.0,7.0,41265.0,Dealer,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,2799000.0
HONDA,CITY V,1290000.0,1710000.0000000002,6.0,66996.0,Dealer,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,675000.0
MARUTI,ALTO K10,,,5.0,13000.0,Individual,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,299000.0
MARUTI,BALENO ALPHA,688000.0,1068000.0,4.0,17865.0,Dealer,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,677000.0
MARUTI,VITARA BREZZA,,,4.0,67000.0,Dealer,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,800000.0
MARUTI,ERTIGA SHVS,,,4.0,65000.0,Dealer,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,1000000.0
TATA,NEXON 1.5,1031000.0,1561000.0,3.0,12000.0,Dealer,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,885000.0
RENAULT,DUSTER 85PS,,,7.0,67647.0,Dealer,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,575000.0
HYUNDAI,GRAND I10,,,4.0,36643.0,Dealer,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,555000.0
MARUTI,WAGON R,540000.0,720000.0,2.0,7800.0,Dealer,First Owner,Petrol,Manual,21.5,1197.0,81.8,5.0,545000.0
HYUNDAI,I20 1.2,,,8.0,70000.0,Dealer,First Owner,Petrol,Manual,18.5,1197.0,80.0,5.0,409999.99999999994
HONDA,CITY I,1488000.0,1763000.0,7.0,117000.0,Dealer,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,691000.0
HONDA,CITY I,1488000.0,1752000.0,7.0,39000.0,Dealer,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,725000.0
MARUTI,BALENO ALPHA,705000.0,1073000.0,3.0,9600.0,Dealer,First Owner,Petrol,Automatic,19.56,1197.0,81.8,5.0,825000.0
MAHINDRA,XUV500 W4,1661000.0,2339000.0,6.0,76000.0,Dealer,First Owner,Diesel,Manual,16.0,1997.0,140.0,7.0,776000.0
MARUTI,SWIFT DZIRE,704000.0,1046000.0000000001,4.0,81000.0,Dealer,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,625000.0
MARUTI,SWIFT DZIRE,,,10.0,35000.0,Dealer,First Owner,Petrol,Manual,17.5,1298.0,85.8,5.0,350000.0
MARUTI,CIAZ VDI,,,5.0,49411.0,Individual,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,731000.0
HYUNDAI,SANTRO SPORTZ,660000.0,674000.0,2.0,20660.0,Dealer,First Owner,CNG,Manual,30.48,1086.0,58.0,5.0,565000.0
TOYOTA,COROLLA ALTIS,,,10.0,64193.0,Dealer,First Owner,Petrol,Manual,14.53,1798.0,138.1,5.0,345000.0
VOLKSWAGEN,POLO DIESEL,,,7.0,51200.0,Dealer,First Owner,Diesel,Manual,22.07,1199.0,73.9,5.0,535000.0
MARUTI,SX4 ZXI,,,10.0,61300.0,Dealer,First Owner,Petrol,Manual,15.5,1586.0,103.3,5.0,325000.0
MARUTI,ALTO K10,,,5.0,23774.0,Dealer,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,335000.0
HYUNDAI,VERNA 1.6,,,8.0,51000.0,Dealer,First Owner,Diesel,Automatic,22.32,1582.0,126.32,5.0,550000.0
MARUTI,CIAZ ZDI,,,5.0,86000.0,Dealer,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,680000.0
MARUTI,ALTO K10,,,10.0,38643.0,Dealer,First Owner,Petrol,Manual,20.92,998.0,67.1,5.0,180000.0
MAHINDRA,KUV 100,,,5.0,42800.0,Dealer,First Owner,Diesel,Manual,25.32,1198.0,77.0,6.0,484999.99999999994
MARUTI,BALENO ALPHA,705000.0,1073000.0,4.0,26251.0,Dealer,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,662000.0
MARUTI,SX4 ZXI,,,13.0,40000.0,Individual,First Owner,Petrol,Manual,15.6,1586.0,104.68,5.0,250000.0
MAHINDRA,KUV 100,,,5.0,11800.0,Dealer,First Owner,Diesel,Manual,25.32,1198.0,77.0,5.0,450000.0
MARUTI,WAGON R,540000.0,720000.0,12.0,70000.0,Individual,First Owner,Petrol,Manual,18.9,1061.0,67.0,5.0,150000.0
HYUNDAI,VERNA CRDI,,,2.0,22000.0,Dealer,First Owner,Diesel,Automatic,22.0,1582.0,126.2,5.0,1375000.0
TATA,NEXON 1.5,1031000.0,1561000.0,3.0,21000.0,Dealer,First Owner,Diesel,Automatic,21.5,1497.0,108.5,5.0,960000.0
BMW,5 SERIES,7604000.000000001,8524000.0,2.0,6000.0,Dealer,First Owner,Diesel,Automatic,18.59,2993.0,261.49,5.0,5700000.0
MARUTI,ALTO K10,,,10.0,53000.0,Dealer,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,235000.0
FORD,FIGO PETROL,,,9.0,35000.0,Dealer,First Owner,Petrol,Manual,15.6,1196.0,70.0,5.0,245000.00000000003
SKODA,SUPERB ELEGANCE,,,9.0,97000.0,Dealer,First Owner,Diesel,Automatic,17.2,1968.0,138.1,5.0,699000.0
MAHINDRA,XUV500 W8,1661000.0,2339000.0,6.0,43000.0,Dealer,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,849000.0
MARUTI,ALTO 800,,,9.0,120000.0,Individual,First Owner,Petrol,Manual,22.74,796.0,47.3,5.0,140000.0
TOYOTA,INNOVA CRYSTA,2073000.0,3010000.0,5.0,62000.0,Dealer,First Owner,Diesel,Automatic,11.36,2755.0,171.5,8.0,1600000.0
RENAULT,DUSTER 110PS,,,8.0,39000.0,Dealer,First Owner,Diesel,Manual,19.01,1461.0,108.45,5.0,450000.0
VOLKSWAGEN,VENTO 1.5,,,6.0,100000.0,Individual,First Owner,Diesel,Manual,20.34,1498.0,103.2,5.0,590000.0
MARUTI,SWIFT DZIRE,,,3.0,30000.0,Individual,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,775000.0
MARUTI,SX4 ZXI,,,11.0,66225.0,Dealer,First Owner,Petrol,Manual,15.0,1586.0,104.68,5.0,225000.0
HYUNDAI,I20 1.2,838000.0000000001,1324000.0,11.0,100000.0,Individual,First Owner,Petrol,Manual,17.0,1197.0,80.0,5.0,310000.0
HYUNDAI,VERNA 1.6,,,10.0,54000.0,Dealer,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,434999.99999999994
MARUTI,WAGON R,,,4.0,18000.0,Dealer,First Owner,Petrol,Automatic,20.51,998.0,67.0,5.0,475000.0
CHEVROLET,BEAT DIESEL,,,9.0,70000.0,Individual,First Owner,Diesel,Manual,25.44,936.0,57.6,5.0,135000.0
MARUTI,ZEN ESTILO,,,13.0,36200.0,Dealer,First Owner,Petrol,Manual,18.2,998.0,67.1,5.0,155000.0
TOYOTA,COROLLA ALTIS,,,11.0,87965.0,Dealer,First Owner,Diesel,Manual,21.43,1364.0,87.2,5.0,391000.0
TATA,MANZA AURA,,,9.0,121000.0,Dealer,First Owner,Diesel,Manual,21.12,1248.0,88.8,5.0,300000.0
HYUNDAI,XCENT 1.1,,,5.0,100000.0,Individual,First Owner,Diesel,Manual,24.4,1120.0,71.0,5.0,500000.0
MARUTI,VITARA BREZZA,,,5.0,100000.0,Individual,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,800000.0
MAHINDRA,SCORPIO S6,1476000.0,1925000.0,7.0,60000.0,Individual,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,851000.0
HONDA,CIVIC ZX,2122000.0,2525000.0,2.0,12000.0,Dealer,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,2050000.0
HYUNDAI,GRAND I10,706000.0,742000.0,6.0,75000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,415000.00000000006
HYUNDAI,VERNA CRDI,1285000.0,1811000.0,4.0,49000.0,Dealer,First Owner,Diesel,Automatic,22.0,1582.0,126.2,5.0,1120000.0
MARUTI,WAGON R,615000.0,623000.0,10.0,120000.0,Individual,First Owner,CNG,Manual,26.2,998.0,58.2,5.0,200000.0
HYUNDAI,I10 SPORTZ,706000.0,742000.0,7.0,73000.0,Dealer,First Owner,Petrol,Manual,20.36,1197.0,78.9,5.0,345000.0
HONDA,JAZZ 1.2,894000.0,1148000.0,3.0,15000.0,Dealer,First Owner,Petrol,Automatic,19.0,1199.0,88.7,5.0,725000.0
HONDA,AMAZE S,918000.0,1176000.0,8.0,29500.0,Dealer,First Owner,Diesel,Manual,25.8,1498.0,98.6,5.0,450000.0
AUDI,A3 35,,,5.0,41000.0,Dealer,First Owner,Diesel,Automatic,20.38,1968.0,143.0,5.0,1650000.0
HYUNDAI,CRETA 1.6,,,5.0,25451.0,Trustmark Dealer,First Owner,Petrol,Automatic,13.0,1591.0,121.3,5.0,1039000.0
HONDA,AMAZE S,,,8.0,45000.0,Dealer,First Owner,Petrol,Manual,18.0,1198.0,86.7,5.0,350000.0
SKODA,SUPERB 1.8,3670000.0000000005,3968000.0,10.0,61000.0,Dealer,First Owner,Petrol,Manual,13.14,1798.0,160.0,5.0,375000.0
MARUTI,ALTO K10,,,5.0,28000.0,Dealer,First Owner,Petrol,Automatic,23.95,998.0,67.1,5.0,350000.0
HONDA,JAZZ 1.2,886999.9999999999,1145000.0,6.0,15000.0,Dealer,First Owner,Petrol,Manual,18.7,1199.0,88.7,5.0,561000.0
MARUTI,ALTO 800,,,5.0,26000.0,Dealer,First Owner,CNG,Manual,30.46,796.0,47.3,5.0,280000.0
TOYOTA,INNOVA CRYSTA,2073000.0,3010000.0,3.0,52000.0,Dealer,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,1650000.0
MARUTI,CELERIO ZXI,,,5.0,43782.0,Dealer,First Owner,Petrol,Manual,23.1,998.0,67.04,5.0,425000.0
TOYOTA,INNOVA CRYSTA,,,4.0,80000.0,Dealer,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,1825000.0
MARUTI,ERTIGA ZDI,,,5.0,56000.0,Dealer,First Owner,Diesel,Manual,20.77,1248.0,88.8,7.0,825000.0
MARUTI,WAGON R,540000.0,719000.0,4.0,15000.0,Individual,First Owner,Petrol,Automatic,20.51,998.0,67.0,5.0,505000.0
HONDA,CITY 2017-2020,1290000.0,1698999.9999999998,14.0,85000.0,Dealer,First Owner,Petrol,Manual,17.7,1497.0,78.0,5.0,175000.0
MARUTI,ERTIGA VDI,,,4.0,60000.0,Dealer,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,855000.0000000001
HYUNDAI,VERNA SX,1285000.0,1811000.0,5.0,63000.0,Dealer,First Owner,Diesel,Automatic,21.3,1493.0,113.42,5.0,751000.0
TOYOTA,CAMRY 2.5,4750000.0,,5.0,119851.0,Dealer,First Owner,Petrol,Automatic,12.98,2494.0,178.4,5.0,1250000.0
MERCEDES-BENZ,GLE CLASS,,,4.0,76900.0,Dealer,First Owner,Diesel,Automatic,11.57,2987.0,254.79,5.0,4375000.0
CHEVROLET,BEAT LT,,,4.0,31370.0,Dealer,First Owner,Petrol,Manual,17.8,1199.0,76.8,5.0,276000.0
MARUTI,BALENO SIGMA,,,3.0,30000.0,Individual,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,490000.00000000006
MARUTI,RITZ VDI,,,8.0,77000.0,Dealer,First Owner,Diesel,Manual,21.1,1248.0,73.9,5.0,390000.0
HONDA,JAZZ 1.5,,,6.0,82503.0,Dealer,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,611000.0
TOYOTA,ETIOS LIVA,,,3.0,40000.0,Individual,First Owner,Diesel,Manual,23.59,1364.0,67.04,5.0,600000.0
FORD,FIGO PETROL,677000.0,844000.0,8.0,34000.0,Dealer,First Owner,Petrol,Manual,15.6,1196.0,70.0,5.0,295000.0
HONDA,JAZZ 1.5,,,5.0,39000.0,Dealer,First Owner,Diesel,Manual,27.3,1498.0,98.6,5.0,484999.99999999994
MARUTI,SWIFT VDI,,,3.0,54000.0,Individual,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,685000.0
TOYOTA,INNOVA CRYSTA,2126000.0,3063000.0,3.0,42000.0,Dealer,First Owner,Diesel,Automatic,13.68,2393.0,147.51,7.0,2089999.9999999998
VOLKSWAGEN,VENTO 1.2,1048000.0,1598000.0,7.0,45260.0,Dealer,First Owner,Petrol,Automatic,18.19,1197.0,103.2,5.0,499000.0
MARUTI,VITARA BREZZA,,,5.0,110000.0,Dealer,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,710000.0
RENAULT,DUSTER 85PS,,,7.0,79600.0,Dealer,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,550000.0
MARUTI,ERTIGA VXI,1023000.0,,6.0,31000.0,Dealer,First Owner,CNG,Manual,22.8,1373.0,80.9,7.0,685000.0
HYUNDAI,EON MAGNA,,,5.0,9800.0,Dealer,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,315000.0
MARUTI,CIAZ 1.4,,,4.0,27001.0,Dealer,First Owner,Petrol,Automatic,19.12,1373.0,91.1,5.0,844999.9999999999
HONDA,CITY 1.5,1290000.0,1698999.9999999998,12.0,67500.0,Dealer,First Owner,Petrol,Automatic,16.8,1497.0,118.0,5.0,290000.0
VOLKSWAGEN,POLO 2015-2019,696000.0,1144000.0,5.0,22500.0,Dealer,First Owner,Petrol,Automatic,17.21,1197.0,103.5,5.0,680000.0
HYUNDAI,VERNA 1.6,1284000.0,1809000.0,4.0,50000.0,Individual,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,1100000.0
MARUTI,IGNIS 1.3,,,4.0,80000.0,Individual,First Owner,Diesel,Manual,26.8,1248.0,74.0,5.0,480000.0
RENAULT,DUSTER 85PS,,,5.0,50000.0,Individual,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,850000.0
VOLKSWAGEN,AMEO 1.5,,,5.0,60000.0,Individual,First Owner,Diesel,Manual,21.66,1498.0,108.62,5.0,535000.0
MARUTI,WAGON R,,,7.0,34000.0,Dealer,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,325000.0
TOYOTA,INNOVA 2.5,,,7.0,79000.0,Dealer,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,1140000.0
HYUNDAI,GRAND I10,705000.0,741000.0,5.0,47500.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,450000.0
HYUNDAI,I20 ACTIVE,,,3.0,25000.0,Individual,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,850000.0
MARUTI,ALTO 800,350000.0,469000.00000000006,8.0,60000.0,Individual,First Owner,Petrol,Manual,22.74,796.0,47.3,5.0,180000.0
MAHINDRA,BOLERO 2011-2019,900000.0,1054000.0,10.0,31000.0,Dealer,First Owner,Diesel,Manual,16.5,1493.0,70.0,7.0,448000.00000000006
MARUTI,SWIFT DZIRE,,,7.0,90000.0,Dealer,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,580000.0
MARUTI,WAGON R,610000.0,618000.0,6.0,48000.0,Dealer,First Owner,CNG,Manual,26.6,998.0,58.16,5.0,325000.0
MAHINDRA,SSANGYONG REXTON,,,7.0,100000.0,Individual,First Owner,Diesel,Manual,12.4,2696.0,162.0,7.0,900000.0
BMW,X1 SDRIVE,5171000.0,5340000.0,5.0,14000.0,Dealer,First Owner,Diesel,Automatic,20.68,1995.0,188.0,5.0,2850000.0
MAHINDRA,XUV500 W6,1641000.0,2307000.0,3.0,60000.0,Individual,First Owner,Diesel,Manual,16.0,1997.0,140.0,7.0,1000000.0
MARUTI,ALTO K10,,,11.0,69000.0,Dealer,First Owner,Petrol,Manual,20.92,998.0,67.1,5.0,150000.0
MERCEDES-BENZ,C-CLASS C,5216000.0,6517000.0,2.0,7000.0,Dealer,First Owner,Diesel,Automatic,19.27,2143.0,170.0,5.0,3800000.0
TATA,MANZA AURA,,,10.0,80000.0,Individual,First Owner,Diesel,Manual,18.8,1248.0,90.0,5.0,210000.0
BMW,5 SERIES,6823999.999999999,7478000.0,5.0,30000.0,Dealer,First Owner,Petrol,Automatic,14.04,1997.0,184.0,5.0,3000000.0
MARUTI,ERTIGA VDI,,,7.0,68880.0,Dealer,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,645000.0
MAHINDRA,BOLERO 2011-2019,,,3.0,43214.0,Dealer,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,755000.0
MARUTI,CIAZ AT,994999.9999999999,1351000.0,5.0,59000.0,Dealer,First Owner,Petrol,Automatic,19.12,1373.0,91.1,5.0,690000.0
BMW,3 SERIES,5147000.0,5946000.0,7.0,55000.0,Dealer,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,1685000.0000000002
RENAULT,DUSTER 85PS,,,8.0,47000.0,Dealer,First Owner,Diesel,Manual,20.46,1461.0,83.8,5.0,625000.0
FORD,ECOSPORT 2015-2021,1025000.0,1372000.0,6.0,71893.0,Dealer,First Owner,Diesel,Manual,21.7,1498.0,98.96,5.0,611000.0
MAHINDRA,KUV100 NXT,666000.0,846000.0000000001,2.0,15000.0,Individual,First Owner,Petrol,Manual,18.15,1198.0,82.0,6.0,570000.0
CHEVROLET,SAIL 1.2,,,6.0,90000.0,Individual,First Owner,Petrol,Manual,18.2,1199.0,82.4,5.0,270000.0
VOLKSWAGEN,VENTO 1.5,,,6.0,48000.0,Dealer,First Owner,Diesel,Manual,20.64,1498.0,108.49,5.0,699000.0
TOYOTA,INNOVA 2.5,,,10.0,80000.0,Individual,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,750000.0
AUDI,Q3 2.0,,,4.0,32000.0,Dealer,First Owner,Diesel,Automatic,17.32,1968.0,184.0,5.0,2600000.0
SKODA,FABIA 1.2,,,12.0,51010.0,Dealer,First Owner,Petrol,Manual,14.7,1198.0,70.0,5.0,200000.0
HYUNDAI,XCENT 1.1,,,4.0,110000.0,Individual,First Owner,Diesel,Manual,24.4,1120.0,71.0,5.0,350000.0
VOLKSWAGEN,VENTO 1.2,1061000.0,1630999.9999999998,8.0,51500.0,Dealer,First Owner,Petrol,Automatic,16.93,1197.0,103.2,5.0,475000.0
HONDA,BRIO S,,,9.0,47000.0,Dealer,First Owner,Petrol,Manual,18.4,1198.0,86.8,5.0,296000.0
TATA,SUMO MKII,,,7.0,90000.0,Individual,First Owner,Diesel,Manual,13.55,2179.0,118.35,9.0,385000.0
MARUTI,ALTO 800,,,5.0,65000.0,Dealer,First Owner,Petrol,Manual,22.74,796.0,47.3,5.0,285000.0
SKODA,FABIA 1.6,,,8.0,50000.0,Individual,First Owner,Petrol,Manual,14.83,1598.0,105.0,5.0,280000.0
RENAULT,DUSTER 85PS,,,8.0,38900.0,Individual,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,500000.0
SKODA,OCTAVIA AMBITION,,,4.0,22000.0,Dealer,First Owner,Petrol,Automatic,14.7,1798.0,177.5,5.0,1399000.0
MERCEDES-BENZ,C-CLASS C,5216000.0,6698999.999999999,8.0,89172.0,Dealer,First Owner,Diesel,Automatic,19.27,2143.0,170.0,5.0,1400000.0
BMW,1 SERIES,,,8.0,39800.0,Dealer,First Owner,Diesel,Automatic,20.58,1995.0,143.0,5.0,1375000.0
TOYOTA,INNOVA CRYSTA,,,3.0,25000.0,Dealer,First Owner,Diesel,Manual,13.68,2393.0,147.51,8.0,1925000.0
MAHINDRA,XUV500 W10,1659000.0,2337000.0,6.0,140000.0,Dealer,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,1050000.0
TOYOTA,INNOVA 2.5,,,5.0,108000.0,Dealer,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,1125000.0
MARUTI,SWIFT VDI,,,4.0,95079.0,Dealer,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,610000.0
HONDA,CITY CNG,,,8.0,61000.0,Dealer,First Owner,CNG,Manual,16.8,1497.0,116.3,5.0,495000.0
HYUNDAI,VERNA CRDI,,,4.0,25000.0,Dealer,First Owner,Diesel,Automatic,22.0,1582.0,126.2,5.0,975000.0
HYUNDAI,I20 1.2,,,3.0,27000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,615000.0
CHEVROLET,AVEO U-VA,,,12.0,120000.0,Individual,First Owner,Petrol,Manual,15.26,1150.0,74.9,5.0,150000.0
FIAT,GRANDE PUNTO,,,9.0,130000.0,Individual,First Owner,Diesel,Manual,20.5,1248.0,91.7,5.0,300000.0
TATA,INDIGO LS,,,14.0,131000.0,Dealer,First Owner,Diesel,Manual,17.0,1405.0,70.0,5.0,111000.00000000001
MARUTI,SWIFT DZIRE,692000.0,1031000.0,10.0,120000.0,Dealer,First Owner,Petrol,Manual,21.21,1197.0,81.8,5.0,324000.0
HYUNDAI,GRAND I10,705000.0,741000.0,7.0,36000.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,440000.00000000006
MARUTI,CIAZ DELTA,994999.9999999999,1351000.0,2.0,2950.0,Dealer,First Owner,Petrol,Automatic,20.04,1462.0,103.25,5.0,1100000.0
MARUTI,CELERIO VXI,526000.0,660000.0,5.0,16393.0,Dealer,First Owner,Petrol,Automatic,21.63,998.0,67.04,5.0,450000.0
TOYOTA,INNOVA 2.5,,,11.0,125000.0,Individual,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,550000.0
VOLKSWAGEN,JETTA 1.9,,,10.0,100000.0,Individual,First Owner,Diesel,Automatic,15.5,1896.0,105.0,5.0,425000.0
MAHINDRA,XUV500 AT,1661000.0,2339000.0,4.0,37000.0,Dealer,First Owner,Diesel,Automatic,16.0,2179.0,140.0,7.0,1160000.0
VOLKSWAGEN,POLO 1.2,723000.0,1175000.0,4.0,13500.0,Dealer,First Owner,Petrol,Manual,18.78,1198.0,74.0,5.0,520000.0
MAHINDRA,SCORPIO S10,1449000.0,1869000.0000000002,6.0,82000.0,Dealer,First Owner,Diesel,Manual,15.4,2179.0,120.0,8.0,925000.0
MARUTI,ERTIGA VDI,,,8.0,42406.0,Dealer,First Owner,Diesel,Manual,20.77,1248.0,88.76,7.0,625000.0
